Security Code,Issuer Name,SYMBOL,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500245.BO.BO.BO,Kirloskar Ferrous Industries Ltd.,KIRLFER.BO,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,A ,5.0,INE884B01025,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
500246.BO.BO.BO,Envair Electrodyne Ltd.,ENVAIREL.BO,ENVAIR ELECTRODYNE LTD.,Active,X ,10.0,INE601C01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500247.BO.BO.BO,Kotak Mahindra Bank Ltd.,KOTAKBANK.BO,KOTAK MAHINDRA BANK LTD.,Active,A ,5.0,INE237A01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
500248.BO.BO.BO,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND.BO,Krishna Filament Industries Ltd,Active,XT,10.0,INE073A01019,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
500249.BO.BO.BO,KSB LIMITED,KSB.BO,KSB Ltd,Active,A ,2.0,INE999A01023,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
500250.BO.BO.BO,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD.BO,L.G.BALAKRISHNAN & BROS.LTD.,Active,A ,10.0,INE337A01034,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500251.BO.BO.BO,Trent Ltd [Lakme Ltd],TRENT.BO,TRENT LTD.,Active,A ,1.0,INE849A01020,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
500252.BO.BO.BO,LMW Limited,LMW.BO,LMW Ltd,Active,A ,10.0,INE269B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500253.BO.BO.BO,Lic Housing Finance Ltd.,LICHSGFIN.BO,LIC HOUSING FINANCE LTD.,Active,A ,2.0,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
500257.BO.BO.BO,Lupin Ltd,LUPIN.BO,LUPIN LTD.,Active,A ,2.0,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500259.BO.BO.BO,Lyka Labs Ltd.,LYKALABS.BO,LYKA LABS LTD.,Active,B ,10.0,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500260.BO.BO.BO,The Ramco Cements Limited,RAMCOCEM.BO,The Ramco Cements Limited,Active,A ,1.0,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500262.BO.BO.BO,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN.BO,Hybrid Financial Services Ltd,Active,T ,5.0,INE965B01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
500264.BO.BO.BO,Mafatlal Industries Ltd.,MAFATIND.BO,MAFATLAL INDUSTRIES LTD.-$,Active,B ,2.0,INE270B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500265.BO.BO.BO,Maharashtra Seamless Ltd.,MAHSEAMLES.BO,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.0,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500266.BO.BO.BO,Maharashtra Scooters Ltd.,MAHSCOOTER.BO,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.0,INE288A01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500267.BO.BO.BO,Majestic Auto Ltd.,MAJESAUT.BO,MAJESTIC AUTO LTD.-$,Active,X ,10.0,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
500268.BO.BO.BO,Manali Petrochemicals Ltd.,MANALIPETC.BO,MANALI PETROCHEMICAL LTD.,Active,B ,5.0,INE201A01024,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500270.BO.BO.BO,Baroda Rayon Corpn. Ltd.,BARODARY.BO,BARODA RAYON CORPORATION LTD.,Active,X ,10.0,INE461A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500271.BO.BO.BO,Max Financial Services Limited,MFSL.BO,Max Financial Services Ltd,Active,A ,2.0,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
500277.BO.BO.BO,Mid India Industries Limited,MIDINDIA.BO,MID INDIA INDUSTRIES LTD.,Active,XT,10.0,INE401C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500279.BO.BO.BO,Mirc Electronics Ltd,MIRCELECTR.BO,MIRC ELECTRONICS LTD.,Active,B ,1.0,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
500280.BO.BO.BO,Century Enka Ltd.,CENTENKA.BO,CENTURY ENKA LTD.,Active,B ,10.0,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500282.BO.BO.BO,Modern Thread (India) Ltd.,MODTHREAD.BO,MODERN THREADS (INDIA) LTD.,Active,T ,10.0,INE794W01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500284.BO.BO.BO,Lords Chloro Alkali Ltd,LORDSCHLO.BO,LORDS CHLORO ALKALI LTD.,Active,B ,10.0,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500285.BO.BO.BO,SpiceJet Limited,SPICEJET.BO,SPICEJET LTD.,Active,B ,10.0,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline
500288.BO.BO.BO,Morepen Laboratories Ltd.,MOREPENLAB.BO,MOREPEN LABORATORIES LTD.,Active,A ,2.0,INE083A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500290.BO.BO.BO,M.R.F. Ltd.,MRF.BO,MRF LTD.,Active,A ,10.0,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500292.BO.BO.BO,HeidelbergCement  India Limited,HEIDELBERG.BO,HEIDELBERGCEMENT INDIA LTD.,Active,B ,10.0,INE578A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500294.BO.BO.BO,NCC Limited,NCC.BO,NCC Limited,Active,A ,2.0,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
500295.BO.BO.BO,Vedanta Limited,VEDL.BO,Vedanta Limited,Active,A ,1.0,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
500296.BO.BO.BO,Nahar Spinning Mills Ltd.,NAHARSPING.BO,NAHAR SPINNING MILLS LTD.,Active,B ,5.0,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500298.BO.BO.BO,Naperol Investments Limited,NAPEROL.BO,Naperol Investments Ltd,Active,X ,10.0,INE585A01020,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500300.BO.BO.BO,Grasim Industries Ltd,GRASIM.BO,GRASIM INDUSTRIES LTD.,Active,A ,2.0,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500302.BO.BO.BO,Piramal Enterprises Limited,PEL.BO,PIRAMAL ENTERPRISES LTD.,Active,A ,2.0,INE140A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
500304.BO.BO.BO,NIIT Ltd.,NIITLTD.BO,NIIT LTD.,Active,B ,2.0,INE161A01038,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
500306.BO.BO.BO,Jaykay Enterprises Limited,JAYKAY.BO,JAYKAY ENTERPRISES LTD.,Active,X ,1.0,INE903A01025,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
500307.BO.BO.BO,Nirlon Limited,NIRLON.BO,NIRLON LTD.,Active,B ,10.0,INE910A01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
500312.BO.BO.BO,Oil And Natural Gas Corporation Ltd,ONGC.BO,Oil and Natural Gas Corporation Ltd,Active,A ,5.0,INE213A01029,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
500313.BO.BO.BO,Oil Country Tubular Ltd.,OILCOUNTUB.BO,OIL COUNTRY TUBULAR LTD.,Active,T ,10.0,INE591A01010,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
500314.BO.BO.BO,Oriental Hotels Ltd.,ORIENTHOT.BO,ORIENTAL HOTELS LTD.,Active,B ,1.0,INE750A01020,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500317.BO.BO.BO,Oswal Agro Mills Ltd.,OSWALAGRO.BO,OSWAL AGRO MILLS LTD.,Active,B ,10.0,INE142A01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
500319.BO.BO.BO,Indian Sucrose Ltd.,INDSUCR.BO,INDIAN SUCROSE LTD.,Active,X ,10.0,INE557C01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500322.BO.BO.BO,Panyam Cements & Mineral Inds. Ltd.,PANCM.BO,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.,Active,XT,10.0,INE167E01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500325.BO.BO.BO,Reliance Industries Ltd,RELIANCE.BO,RELIANCE INDUSTRIES LTD.,Active,A ,10.0,INE002A01018,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
500327.BO.BO.BO,Pil Italica Lifestyle Limited,PILITA.BO,Pil Italica Lifestyle Ltd,Active,B ,1.0,INE600A01035,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
500330.BO.BO.BO,Raymond Limited,RAYMOND.BO,RAYMOND LTD.,Active,A ,10.0,INE301A01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500331.BO.BO.BO,Pidilite Industries Ltd.,PIDILITIND.BO,PIDILITE INDUSTRIES LTD.,Active,A ,1.0,INE318A01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500333.BO.BO.BO,Pix Transmissions Ltd.,PIXTRANS.BO,PIX TRANSMISSIONS LTD.,Active,B ,10.0,INE751B01018,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber
500335.BO.BO.BO,Birla Corporation Ltd.,BIRLACORPN.BO,BIRLA CORPORATION LTD.,Active,A ,10.0,INE340A01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500336.BO.BO.BO,Surya Roshni Ltd.,SURYAROSNI.BO,SURYA ROSHNI LTD.,Active,A ,5.0,INE335A01020,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500337.BO.BO.BO,Prime Securities Ltd.,PRIMESECU.BO,PRIME SECURITIES LTD.,Active,B ,5.0,INE032B01021,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500338.BO.BO.BO,PRISM JOHNSON LIMITED.,PRSMJOHNSN.BO,Prism Johnson Ltd,Active,A ,10.0,INE010A01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500339.BO.BO.BO,Rain Industries Limited,RAIN.BO,Rain Industries Ltd,Active,A ,2.0,INE855B01025,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500342.BO.BO.BO,Prudential Sugar Corporation Ltd,PRUDMOULI.BO,PRUDENTIAL SUGAR CORPORATION LTD.,Active,T ,10.0,INE024D01016,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500343.BO.BO.BO,AMJ LAND HOLDINGS LIMITED,AMJLAND.BO,AMJ Land Holdings Ltd,Active,B ,2.0,INE606A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500346.BO.BO.BO,Punjab Communications Limited,PUNJCOMMU.BO,PUNJAB COMMUNICATIONS LTD.-$,Active,B ,10.0,INE609A01010,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
500350.BO.BO.BO,RSWM Limited,RSWM.BO,RSWM LTD.,Active,B ,10.0,INE611A01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
500354.BO.BO.BO,Rajshree Sugars & Chemicals Ltd.,RAJSREESUG.BO,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B ,10.0,INE562B01019,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500355.BO.BO.BO,Rallis India Ltd,RALLIS.BO,RALLIS INDIA LTD.,Active,A ,1.0,INE613A01020,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
500356.BO.BO.BO,Shree Rama Newsprint Limited,RAMANEWS.BO,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.0,INE278B01020,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500357.BO.BO.BO,Rama Paper Mills Limited,RAMAPPR-B.BO,RAMA PAPER MILLS LTD.,Active,XT,10.0,INE425E01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500360.BO.BO.BO,Rapicut Carbides Ltd.,RAPICUT.BO,RAPICUT CARBIDES LTD.,Active,X ,10.0,INE350D01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
500365.BO.BO.BO,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL.BO,Welspun Specialty Solutions Ltd,Active,T ,6.0,INE731F01037,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500366.BO.BO.BO,Rolta India Ltd.,ROLTA.BO,ROLTA INDIA LTD.,Active,Z ,10.0,INE293A01013,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
500367.BO.BO.BO,Rubfila International Ltd.,RUBFILA.BO,RUBFILA INTERNATIONAL LTD.,Active,B ,5.0,INE642C01025,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber
500368.BO.BO.BO,Patanjali Foods Limited,PATANJALI.BO,Patanjali Foods Ltd,Active,A ,2.0,INE619A01035,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
500370.BO.BO.BO,Salora International Limited,SALORAINTL.BO,SALORA INTERNATIONAL LTD.,Active,X ,10.0,INE924A01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
500378.BO.BO.BO,Jindal Saw Ltd.,JINDALSAW.BO,JINDAL SAW LTD.,Active,A ,1.0,INE324A01032,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
500380.BO.BO.BO,JK Lakshmi Cement Limited,JKLAKSHMI.BO,JK LAKSHMI CEMENT LTD.,Active,A ,5.0,INE786A01032,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500387.BO.BO.BO,Shree Cements Ltd.,SHREECEM.BO,SHREE CEMENT LTD.,Active,A ,10.0,INE070A01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500388.BO.BO.BO,Shree Krishna Paper Mills & Industr,SKPMIL.BO,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,X ,10.0,INE970C01012,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500389.BO.BO.BO,Silverline Technologies Ltd.,SILVERLINE.BO,SILVERLINE TECHNOLOGIES LTD.,Active,XT,10.0,INE368A01021,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
500390.BO.BO.BO,Reliance Infrastructure Ltd,RELINFRA.BO,RELIANCE INFRASTRUCTURE LTD.,Active,A ,10.0,INE036A01016,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
500400.BO.BO.BO,Tata Power Co. Ltd,TATAPOWER.BO,TATA POWER CO.LTD.,Active,A ,1.0,INE245A01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
500402.BO.BO.BO,SPML Infra Limited,SPMLINFRA.BO,SPML Infra Limited,Active,T ,2.0,INE937A01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
500403.BO.BO.BO,Sundram Fasteners Ltd.,SUNDRMFAST.BO,SUNDRAM FASTENERS LTD.,Active,A ,1.0,INE387A01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
500404.BO.BO.BO,Sunflag Iron & Steel Co. Ltd.,SUNFLAG.BO,SUNFLAG IRON & STEEL CO.LTD.,Active,T ,10.0,INE947A01014,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
500405.BO.BO.BO,Supreme Petrochem Ltd.,SPLPETRO.BO,SUPREME PETROCHEM LTD.,Active,A ,2.0,INE663A01033,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500407.BO.BO.BO,Swaraj Engines Ltd.,SWARAJENG.BO,SWARAJ ENGINES LTD.,Active,B ,10.0,INE277A01016,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
500408.BO.BO.BO,Tata Elxsi Ltd,TATAELXSI.BO,TATA ELXSI LTD.,Active,A ,10.0,INE670A01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
500410.BO.BO.BO,ACC Ltd,ACC.BO,ACC LTD.,Active,A ,10.0,INE012A01025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500411.BO.BO.BO,Thermax Ltd.,THERMAX.BO,THERMAX LTD.,Active,A ,2.0,INE152A01029,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
500412.BO.BO.BO,Thirumalai Chemicals Ltd.,TIRUMALCHM.BO,THIRUMALAI CHEMICALS LTD.,Active,A ,1.0,INE338A01024,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500413.BO.BO.BO,Thomas Cook (India) Ltd.,THOMASCOOK.BO,THOMAS COOK (INDIA) LTD.,Active,A ,1.0,INE332A01027,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
500414.BO.BO.BO,Timex Group India Ltd,TIMEX.BO,TIMEX GROUP INDIA LTD.-$,Active,B ,1.0,INE064A01026,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
500418.BO.BO.BO,Tokyo Plast International Ltd.,TOKYOPLAST.BO,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.0,INE932C01012,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
500420.BO.BO.BO,Torrent Pharmaceuticals Ltd.,TORNTPHARM.BO,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.0,INE685A01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500421.BO.BO.BO,TPI India Ltd.,TPINDIA.BO,TPI INDIA LTD.,Active,X ,1.0,INE578C01021,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
500422.BO.BO.BO,Transchem Limited.,TRANSCHEM.BO,TRANSCHEM LTD.-$,Active,X ,10.0,INE019B01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
500425.BO.BO.BO,Ambuja Cements Ltd.,AMBUJACEM.BO,AMBUJA CEMENTS LTD.,Active,A ,2.0,INE079A01024,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
500426.BO.BO.BO,UTL Industries Limited,UTLINDS.BO,UTL Industries Limited,Active,X ,1.0,INE184E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
500429.BO.BO.BO,Uniphos Enterprises Limited.,UNIENTER.BO,UNIPHOS ENTERPRISES LTD.,Active,B ,2.0,INE037A01022,Trading - Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
500439.BO.BO.BO,Vardhman Holdings Limited,VHL.BO,VARDHMAN HOLDINGS LTD.,Active,B ,10.0,INE701A01023,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
500440.BO.BO.BO,Hindalco Industries Ltd.,HINDALCO.BO,HINDALCO INDUSTRIES LTD.,Active,A ,1.0,INE038A01020,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
500444.BO.BO.BO,West Coast Paper Mills Limited,WSTCSTPAPR.BO,WEST COAST PAPER MILLS LTD.,Active,A ,2.0,INE976A01021,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
500449.BO.BO.BO,Hindustan Organic Chemicals Ltd.,HOCL.BO,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.0,INE048A01011,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500450.BO.BO.BO,MPIL CORPORATION LIMITED,MPILCORPL.BO,MPIL CORPORATION LTD.,Active,X ,10.0,INE844C01027,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
500456.BO.BO.BO,Pasupati Acrylon Ltd.,PASUPTAC.BO,PASUPATI ACRYLON LTD.,Active,T ,10.0,INE818B01023,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500458.BO.BO.BO,Kore Foods Limited,KORE.BO,Kore Foods Ltd,Active,XT,10.0,INE601A01017,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
500459.BO.BO.BO,Procter & Gamble Hygiene & Health Care Ltd.,PGHH.BO,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.0,INE179A01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
