SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
INOXGREEN.NS,Inox Green Energy Services Limited,EQ,23-NOV-2022,10,1,INE510W01014,10
INOXINDIA.NS,INOX India Limited,EQ,21-DEC-2023,2,1,INE616N01034,2
INOXWIND.NS,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10
INSECTICID.NS,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10
INSPIRISYS.NS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10
INTELLECT.NS,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5
INTENTECH.NS,Intense Technologies Limited,EQ,23-MAR-2017,2,1,INE781A01025,2
INTERARCH.NS,Interarch Building Products Limited,EQ,26-AUG-2024,10,1,INE00M901018,10
INTLCONV.NS,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1
INVENTURE.NS,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1
IOB.NS,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
IOC.NS,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,10,1,INE485C01011,10
IONEXCHANG.NS,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1
IPCALAB.NS,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1
IPL.NS,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1
IRB.NS,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1
IRCON.NS,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2
IREDA.NS,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10
IRFC.NS,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10
IRIS.NS,Iris Business Services Limited,BE,08-NOV-2021,10,1,INE864K01010,10
IRISDOREME.NS,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2
IRMENERGY.NS,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10
ISEC.NS,ICICI Securities Limited,EQ,04-APR-2018,5,1,INE763G01038,5
ISFT.NS,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10
ISGEC.NS,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1
ITC.NS,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1
ITDC.NS,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10
ITDCEM.NS,ITD Cementation India Limited,EQ,10-FEB-1999,1,1,INE686A01026,1
ITI.NS,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10
IVC.NS,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2
IVP.NS,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10
IWEL.NS,Inox Wind Energy Limited,EQ,11-JUN-2021,10,1,INE0FLR01028,10
IXIGO.NS,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,INE0HV901016,1
IZMO.NS,IZMO Limited,BE,05-FEB-2007,10,1,INE848A01014,10
J&KBANK.NS,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1
JAGRAN.NS,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,5,1,INE048B01027,5
JAIBALAJI.NS,Jai Balaji Industries Limited,EQ,09-DEC-2003,10,1,INE091G01018,10
JAICORPLTD.NS,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1
JAIPURKURT.NS,Nandani Creation Limited,EQ,02-SEP-2021,10,1,INE696V01013,10
JAMNAAUTO.NS,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1
JASH.NS,Jash Engineering Limited,EQ,30-OCT-2019,2,1,INE039O01029,2
JAYAGROGN.NS,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5
JAYBARMARU.NS,Jay Bharat Maruti Limited,EQ,03-JAN-1996,2,1,INE571B01036,2
JAYNECOIND.NS,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10
JAYSREETEA.NS,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,1,1,INE572A01036,1
JBMA.NS,JBM Auto Limited,EQ,17-DEC-2004,2,1,INE927D01044,2
JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10
JETFREIGHT.NS,Jet Freight Logistics Limited,BE,21-DEC-2021,5,1,INE982V01025,5
JGCHEM.NS,J.G.Chemicals Limited,EQ,13-MAR-2024,10,1,INE0MB501011,10
JHS.NS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10
JINDALPHOT.NS,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10
JINDALPOLY.NS,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10
JINDALSAW.NS,Jindal Saw Limited,EQ,29-APR-2003,1,1,INE324A01032,1
JINDALSTEL.NS,Jindal Steel & Power Limited,EQ,29-DEC-1999,1,1,INE749A01030,1
JINDRILL.NS,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5
JINDWORLD.NS,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1
JIOFIN.NS,Jio Financial Services Limited,EQ,21-AUG-2023,10,1,INE758E01017,10
JISLDVREQS.NS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2
JISLJALEQS.NS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2
JITFINFRA.NS,JITF Infralogistics Limited,EQ,27-FEB-2017,2,1,INE863T01013,2
JKCEMENT.NS,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10
JKIL.NS,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5
JKLAKSHMI.NS,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5
JKPAPER.NS,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10
JKTYRE.NS,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2
JLHL.NS,Jupiter Life Line Hospitals Limited,EQ,18-SEP-2023,10,1,INE682M01012,10
JMA.NS,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2
JMFINANCIL.NS,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1
JNKINDIA.NS,JNK India Limited,EQ,30-APR-2024,2,1,INE0OAF01028,2
JOCIL.NS,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10
JPPOWER.NS,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10
JSFB.NS,Jana Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE953L01027,10
JSL.NS,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2
JSWENERGY.NS,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10
JSWHL.NS,JSW Holdings Limited,BE,21-JUN-2005,10,1,INE824G01012,10
JSWINFRA.NS,JSW Infrastructure Limited,EQ,03-OCT-2023,2,1,INE880J01026,2
JSWSTEEL.NS,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1
JTEKTINDIA.NS,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1
JTLIND.NS,JTL INDUSTRIES LIMITED,EQ,12-JUN-2023,1,1,INE391J01032,1
JUBLFOOD.NS,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2
JUBLINGREA.NS,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1
JUBLPHARMA.NS,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1
JUNIPER.NS,Juniper Hotels Limited,EQ,28-FEB-2024,10,1,INE696F01016,10
JUSTDIAL.NS,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10
JWL.NS,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10
JYOTHYLAB.NS,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1
JYOTICNC.NS,Jyoti CNC Automation Limited,EQ,16-JAN-2024,2,1,INE980O01024,2
JYOTISTRUC.NS,Jyoti Structures Limited,EQ,19-JUL-1995,2,1,INE197A01024,2
KABRAEXTRU.NS,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5
KAJARIACER.NS,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,EQ,27-SEP-2023,2,1,INE438K01021,2
KALYANI.NS,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10
KALYANIFRG.NS,Kalyani Forge Limited,EQ,20-DEC-2007,10,1,INE314G01014,10
KALYANKJIL.NS,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10
KAMATHOTEL.NS,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10
KAMDHENU.NS,Kamdhenu Limited,EQ,09-MAY-2006,10,1,INE390H01012,10
KAMOPAINTS.NS,Kamdhenu Ventures Limited,BE,24-JAN-2023,1,1,INE0BTI01037,1
KANANIIND.NS,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5
KANPRPLA.NS,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10
KANSAINER.NS,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1
KAPSTON.NS,Kapston Services Limited,EQ,27-MAY-2020,5,1,INE542Z01028,5
KARMAENG.NS,Karma Energy Limited,EQ,28-JUN-2011,10,1,INE725L01011,10
KARURVYSYA.NS,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,1000,1,INE234I01028,1000
KAVVERITEL.NS,Kavveri Telecom Products Limited,BE,29-JAN-2008,10,1,INE641C01019,10
KAYA.NS,Kaya Limited,BE,14-AUG-2015,10,1,INE587G01015,10
KAYNES.NS,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10
KBCGLOBAL.NS,KBC Global Limited,EQ,02-APR-2018,1,1,INE278R01034,1
KCP.NS,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1
KDDL.NS,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10
KEC.NS,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2
KECL.NS,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10
KEEPLEARN.NS,DSJ Keep Learning Limited,BE,01-MAR-1995,1,1,INE055C01020,1
KEI.NS,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
KELLTONTEC.NS,Kellton Tech Solutions Limited,EQ,02-MAR-2016,5,1,INE164B01022,5
KERNEX.NS,Kernex Microsystems (India) Limited,BE,20-DEC-2005,10,1,INE202H01019,10
KESORAMIND.NS,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10
KEYFINSERV.NS,Keynote Financial Services Limited,BE,26-JUN-1996,10,1,INE681C01015,10
KFINTECH.NS,Kfin Technologies Limited,EQ,29-DEC-2022,10,1,INE138Y01010,10
KHADIM.NS,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1
KHAITANLTD.NS,Khaitan (India) Limited,EQ,20-DEC-1995,10,1,INE731C01018,10
KHANDSE.NS,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10
KICL.NS,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10
KILITCH.NS,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10
KIMS.NS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,2,1,INE967H01025,2
KINGFA.NS,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10
KIOCL.NS,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10
KIRIINDUS.NS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10
KIRLOSBROS.NS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2
KIRLOSENG.NS,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2
KIRLOSIND.NS,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,EQ,26-APR-2023,2,1,INE811A01020,2
KITEX.NS,Kitex Garments Limited,BE,25-SEP-2012,1,1,INE602G01020,1
KKCL.NS,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10
KMEW.NS,Knowledge Marine & Engineering Works Limited,EQ,14-NOV-2024,10,1,INE0CJD01011,10
KMSUGAR.NS,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2
KNRCON.NS,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2
KOHINOOR.NS,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10
KOKUYOCMLN.NS,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1
KOLTEPATIL.NS,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10
KOPRAN.NS,Kopran Limited,BE,09-JUN-1999,10,1,INE082A01010,10
KOTAKBANK.NS,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5
KOTARISUG.NS,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10
KOTHARIPET.NS,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10
KOTHARIPRO.NS,Kothari Products Limited,BE,03-JUN-1998,10,1,INE823A01017,10
KPEL.NS,K.P. Energy Limited,EQ,14-NOV-2024,5,1,INE127T01021,5
KPIGREEN.NS,KPI Green Energy Limited,EQ,27-JUL-2021,5,1,INE542W01025,5
KPIL.NS,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2
KPITTECH.NS,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10
KPRMILL.NS,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1
KRBL.NS,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1
KREBSBIO.NS,Krebs Biochemicals and Industries Limited,BE,03-JAN-1996,10,1,INE268B01013,10
KRIDHANINF.NS,Kridhan Infra Limited,BE,11-DEC-2015,2,1,INE524L01026,2
KRISHANA.NS,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10
KRITI.NS,Kriti Industries (India) Limited,BE,01-NOV-2021,1,1,INE479D01038,1
KRITIKA.NS,Kritika Wires Limited,BE,04-MAY-2022,2,1,INE00Z501029,2
KRITINUT.NS,Kriti Nutrients Limited,EQ,07-OCT-2022,1,1,INE798K01010,1
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,EQ,03-OCT-2024,10,1,INE0Q3J01015,10
KRONOX.NS,Kronox Lab Sciences Limited,EQ,10-JUN-2024,10,1,INE0ATZ01017,10
KROSS.NS,Kross Limited,EQ,16-SEP-2024,5,1,INE0O6601022,5
KRSNAA.NS,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5
KRYSTAL.NS,Krystal Integrated Services Limited,EQ,21-MAR-2024,10,1,INE0QN801017,10
KSB.NS,Ksb Limited,EQ,08-FEB-1995,2,1,INE999A01023,2
KSCL.NS,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2
KSHITIJPOL.NS,Kshitij Polyline Limited,EQ,27-JUL-2022,2,1,INE013801027,2
KSL.NS,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5
KSOLVES.NS,Ksolves India Limited,EQ,23-SEP-2022,10,1,INE0D6I01015,10
KTKBANK.NS,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
KUANTUM.NS,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1
LAGNAM.NS,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10
LAL.NS,Lorenzini Apparels Limited,EQ,10-APR-2023,1,1,INE740X01023,1
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
LAMBODHARA.NS,Lambodhara Textiles Limited,BE,04-FEB-2015,5,1,INE112F01022,5
LANCORHOL.NS,Lancor Holdings Limited,EQ,12-MAR-2024,2,1,INE572G01025,2
LANDMARK.NS,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5
LAOPALA.NS,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
LASA.NS,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
LATENTVIEW.NS,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
LATTEYS.NS,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2
LAURUSLABS.NS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
LAXMICOT.NS,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
LCCINFOTEC.NS,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2
LEMONTREE.NS,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10
LEXUS.NS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,BE,15-APR-2015,10,1,INE850E01012,10
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10
LGHL.NS,Laxmi Goldorna House Limited,BE,10-NOV-2023,10,1,INE258Y01016,10
LIBAS.NS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10
LIBERTSHOE.NS,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10
LICHSGFIN.NS,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2
LICI.NS,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
LIKHITHA.NS,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5
LINC.NS,Linc Limited,EQ,09-MAR-2015,5,1,INE802B01027,5
LINCOLN.NS,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10
LINDEINDIA.NS,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1
LLOYDSENT.NS,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1
LLOYDSME.NS,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1
LMW.NS,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
LODHA.NS,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10
LOKESHMACH.NS,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10
LORDSCHLO.NS,Lords Chloro Alkali Limited,EQ,28-AUG-2023,10,1,INE846D01012,10
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,BE,11-JUL-2008,10,1,INE947I01017,10
LOVABLE.NS,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10
LOYALTEX.NS,Loyal Textile Mills Limited,BE,11-AUG-2022,10,1,INE970D01010,10
LPDC.NS,Landmark Property Development Company Limited,BE,12-AUG-2008,1,1,INE197J01017,1
LT.NS,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
LTF.NS,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10
LTFOODS.NS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1
LTIM.NS,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1
LTTS.NS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2
LUMAXIND.NS,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10
LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2
LUPIN.NS,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2
LUXIND.NS,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2
LXCHEM.NS,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2
LYKALABS.NS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10
M&M.NS,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2
MAANALU.NS,Maan Aluminium Limited,BE,22-OCT-2007,5,1,INE215I01027,5
MACPOWER.NS,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10
MADHAV.NS,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10
MADHUCON.NS,Madhucon Projects Limited,BE,05-OCT-2006,1,1,INE378D01032,1
MADRASFERT.NS,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10
MAGNUM.NS,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10
MAHABANK.NS,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10
MAHASTEEL.NS,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10
MAHEPC.NS,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10
MAHESHWARI.NS,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10
MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10
MAHLOG.NS,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10
MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10
MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5
MAITHANALL.NS,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10
MALLCOM.NS,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10
MALUPAPER.NS,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10
MAMATA.NS,Mamata Machinery Limited,BE,27-DEC-2024,10,1,INE0TO701015,10
MANAKALUCO.NS,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,BE,30-MAR-2015,1,1,INE830Q01018,1
MANAKSIA.NS,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2
MANAKSTEEL.NS,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1
MANALIPETC.NS,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5
MANAPPURAM.NS,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2
MANBA.NS,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10
MANCREDIT.NS,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10
MANGALAM.NS,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10
MANGLMCEM.NS,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10
MANINDS.NS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5
MANINFRA.NS,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2
MANKIND.NS,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1
MANOMAY.NS,Manomay Tex India Limited,EQ,18-JAN-2023,10,1,INE784W01015,10
MANORAMA.NS,Manorama Industries Limited,EQ,01-JUL-2022,2,1,INE00VM01036,2
MANORG.NS,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10
MANUGRAPH.NS,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2
MANYAVAR.NS,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1
MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2
MARALOVER.NS,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10
MARATHON.NS,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5
MARICO.NS,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1
MARINE.NS,Marine Electricals (India) Limited,BE,02-DEC-2020,2,1,INE01JE01028,2
MARKSANS.NS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1
MARSHALL.NS,Marshall Machines Limited,BE,22-NOV-2021,10,1,INE00SZ01018,10
MARUTI.NS,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5
MASFIN.NS,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10
MASKINVEST.NS,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10
MASTEK.NS,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5
MASTERTR.NS,Master Trust Limited,EQ,12-NOV-2024,1,1,INE677D01037,1
MATRIMONY.NS,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5
